type,ambient_temperature,battery_id_x,Capacity,Voltage_measured,Current_measured,Temperature_measured,Time,Predicted_Capacity
discharge,4,B0047,1.18804049227045,3.3932667889977304,-0.9244391789678553,8.459204966688853,2370.1485591715978,1.2054857031252195
discharge,4,B0047,1.186304749886542,3.3838600818009597,-0.9270544586298616,8.493224799915223,2360.8717351190476,1.1892070160984891
discharge,4,B0047,1.2613935471028506,3.386652085132058,-0.9460868598841972,8.466232868159803,2447.559129682997,1.2683402846444463
discharge,4,B0047,1.2648246158850651,3.402095154295076,-0.9356871602351079,8.553128334903379,2488.93933427762,1.2601576267368926
discharge,4,B0047,1.24664945489822,3.404625504614091,-0.9401469539731849,8.342818484380937,2434.9032057971017,1.2543424256107736
discharge,4,B0047,1.2333924152795082,3.3977378433240317,-0.9395699773936357,8.481468325698996,2411.6710762463345,1.2333879300291444
discharge,4,B0047,1.2129250072037692,3.39454078926717,-0.9358360923749524,8.425193812256259,2390.059065281899,1.216849514516272
discharge,4,B0047,1.1999106597943647,3.3971352523619522,-0.9347239037948782,8.471726206300676,2359.687936746988,1.2054401690945875
discharge,4,B0047,1.1902559038393383,3.384557786350807,-0.9317054169779714,8.510483818712029,2356.5366314199396,1.1899588259017637
discharge,4,B0047,1.1892563795455853,3.3820792495657503,-0.9431234654151266,8.530222967717657,2325.951260736196,1.1885788073076424
discharge,4,B0047,1.167069685125939,3.3808097620789033,-0.9364521415339061,8.420605358837511,2308.0075015479874,1.1743467035227793
discharge,4,B0047,1.1615348403090369,3.382026759648077,-0.9330135422416264,8.51215713252602,2298.3290186915888,1.1678209926537912
discharge,4,B0047,1.1555563844349988,3.376424700878435,-0.9354455085688509,8.546027378617183,2281.1099496855345,1.1623123335008505
discharge,4,B0047,1.1488524666097713,3.3729563491800927,-0.9350017140200771,8.4485741292899,2269.133674050633,1.1642581959259077
discharge,4,B0047,1.143572986788779,3.378642488252421,-0.9345624675488317,8.334392904335672,2252.637261980831,1.1669644553618521
discharge,4,B0047,1.1418015379428537,3.370172138170829,-0.9405823229183861,8.548983420432004,2242.3294887459806,1.151956046379589
discharge,4,B0047,1.136058647502255,3.3679209437460274,-0.940166082376245,8.545644001542277,2232.6598964401296,1.1436006076517453
discharge,4,B0047,1.1236364680969286,3.373113378745868,-0.9385550163357156,8.530684068571668,2202.046637873754,1.1310912765194632
discharge,4,B0047,1.1320498900328944,3.3570684734893477,-0.9458548848985765,8.5880890540764,2211.3949081967216,1.1274945809491534
discharge,4,B0047,1.117010176215815,3.3691516897861753,-0.9389122330771017,8.520717953543993,2199.418188118812,1.1198691748247152
discharge,4,B0047,1.120043039721982,3.3578225461504885,-0.9483861774789661,8.509426489984776,2183.5843333333337,1.1162304461320958
discharge,4,B0047,1.1059773445917065,3.3676285575809373,-0.9414049088928775,8.454153696786289,2165.081164983165,1.1209283615422059
discharge,4,B0047,0.0,3.449492446913663,-0.9867055393374604,8.047459499367324,1785.3380571428572,0.2609689781738053
discharge,4,B0047,1.1907902374762016,3.372493003925355,-0.9331169601303771,8.476574571858773,2363.849842105263,1.1935297059461754
discharge,4,B0047,1.2012387088454022,3.382136756328253,-0.9478477265636571,8.567006275916873,2330.4180471698114,1.1849163675322958
discharge,4,B0047,1.1906909549024802,3.383822718764627,-0.956443523785203,8.607327084258758,2290.114833333333,1.1773921584774256
discharge,4,B0047,1.1764375730308343,3.3860339727551585,-0.9528668500629852,8.707959029152644,2264.191516233766,1.1797430250274956
discharge,4,B0047,1.1628110372792353,3.3841395923852935,-0.9523529313575727,9.003534328496396,2254.9685522875816,1.1754108803144694
discharge,4,B0047,1.1516152840582583,3.3827771801616175,-0.9518066439769567,9.02852617906244,2235.465402640264,1.1558038303812008
discharge,4,B0047,1.1583673498348623,3.364536091766799,-0.9517057744990748,9.027729535660669,2248.267940789474,1.1619483270151851
discharge,4,B0047,1.1692285288386206,3.3787603150369994,-0.9457722537487265,9.071608131387514,2275.4952703583062,1.168874235845439
discharge,4,B0047,1.1588148476218465,3.3804249258043604,-0.9517682668620393,9.050284055951,2241.9512715231785,1.15725558475503
discharge,4,B0047,1.1439588147705455,3.3757552328187086,-0.9577750037054296,8.986064263951343,2207.955932659933,1.144091815441801
discharge,4,B0047,1.1383941068159398,3.3744651760728988,-0.95418699815464,9.036875447987502,2197.775311864407,1.12684482344784
discharge,4,B0047,0.0,3.628707731152901,-0.9792035664803379,7.698431744424151,972.6278015267176,0.029889667288155463
discharge,4,B0047,1.2213102850395667,3.3850807989789575,-0.9269695970852065,9.095394308322597,2431.960978461538,1.2190877743370943
discharge,4,B0047,1.2031062978889062,3.3900890450634233,-0.9526683776410486,9.009063913586548,2324.24065483871,1.2040262360024956
discharge,4,B0047,1.1897147112197684,3.3919885847746993,-0.9591403423116251,8.958051495293551,2282.372299342105,1.2034344005555138
discharge,4,B0047,1.177422568842014,3.3862399608298266,-0.9554277687381623,8.972563208541263,2268.459801324503,1.1828294362935565
discharge,4,B0047,1.158443027293818,3.383817098626054,-0.9577201485364993,9.037146843138393,2234.991107744108,1.1659957498646494
discharge,4,B0047,1.1567087516841796,3.3818846696550433,-0.9573123780210177,9.009035929017505,2216.9018673469386,1.1530252904116833
discharge,4,B0045,1.0819793880779518,3.3507147228969534,-0.6795680439600006,9.48521715275708,3205.1341408163266,1.0042536265845512
discharge,4,B0045,0.927952404748273,3.3437105624193237,-0.6847946624076121,9.412485833762908,2815.872543123543,0.9246176484629467
discharge,4,B0045,0.885193608411576,3.3571130326252776,-0.6646163130202214,9.14441346005273,2786.4199433962267,0.8729502775584739
discharge,4,B0045,0.8581010699478283,3.358646172572514,-0.6509315601298676,9.07418033049993,2761.85884725537,0.8551012656431797
discharge,4,B0045,0.8409352213456689,3.366064388524051,-0.6402275004489043,9.063698357219927,2739.4814361445783,0.8357488481931131
discharge,4,B0045,0.8245471942901911,3.367910347978234,-0.6317025380405666,9.076577071060372,2720.7160437956204,0.8040055478204678
discharge,4,B0045,0.7935960418803983,3.3577453333601164,-0.6176226155232352,9.265023738219778,2715.7035574572124,0.7938397053559989
discharge,4,B0045,0.8183676087159205,3.3696607473704705,-0.627554191403777,9.339350112299787,2723.474865525672,0.8085538816992154
discharge,4,B0045,0.7977644276409412,3.3747312015520436,-0.6227956362441028,9.308634523153344,2695.564762376238,0.7966441173098796
discharge,4,B0045,0.7993777411831636,3.381799182114607,-0.616435814935274,9.254145206672922,2674.5519975,0.7756795707915957
discharge,4,B0045,0.7783107440628891,3.385176591409285,-0.612495174483844,9.291749311540086,2652.8865732323234,0.7739158580728653
discharge,4,B0045,0.7803738231239117,3.3813096388474886,-0.6120748119063896,9.310447961834724,2639.103231552163,0.7761110505486478
discharge,4,B0045,0.7713058245640294,3.3490369985986668,-0.6158982943710155,9.29775486780575,2673.9140604534005,0.7817387019162275
discharge,4,B0045,0.795279016979026,3.369454218731269,-0.6253770648563489,9.245632947295451,2692.679270676692,0.795524083632145
discharge,4,B0045,0.7824128169919247,3.3771129586319466,-0.6180221346577054,9.21860683892004,2666.0419365482235,0.780040108847785
discharge,4,B0045,0.7649414992231182,3.382104218416538,-0.6121745879630045,9.19413015419709,2629.934721649485,0.765481741517231
discharge,4,B0045,0.7544899426779375,3.3859954600090036,-0.6064321892488668,9.188267060937262,2613.1808467532464,0.7530751562042827
discharge,4,B0045,0.7504048978314295,3.3830345538672018,-0.6063996219926951,9.211910760834266,2590.9035736842106,0.7486209259594581
discharge,4,B0045,0.7407258109620256,3.37881379914347,-0.6022530715841198,9.15685740939557,2570.928954787234,0.7402010102608514
discharge,4,B0045,0.0,3.4067146577063374,-0.9941901888810815,8.86575510454971,1189.2688514285715,0.17780748625213738
discharge,4,B0045,0.7308525593793626,3.389059266953009,-0.5861859230293525,9.104538013834128,2658.5673350515467,0.7419728599680215
discharge,4,B0045,0.7287255851177903,3.3783919657677495,-0.6037251705699036,9.196243634400288,2540.4714054054057,0.7342483366436708
discharge,4,B0045,0.7161023377036263,3.3779346242690615,-0.6039804007945984,9.224293881462565,2514.6951260273972,0.729595355339071
discharge,4,B0045,0.7129204834988017,3.3727225247575885,-0.6017545658130974,9.239291915944644,2503.266038567493,0.7194477894237522
discharge,4,B0045,0.7141991829499618,3.3807359604288414,-0.6038091172028306,9.220514425854446,2487.028291666667,0.7182426107878581
discharge,4,B0045,0.7190570819844222,3.3889133424072204,-0.6004829437675548,9.140591023627803,2470.178705882353,0.7105560887149552
discharge,4,B0045,0.7173975428775917,3.3855430731736647,-0.6033075067931543,9.05273466167465,2442.9931022727274,0.7183067606530144
discharge,4,B0045,0.7071027496463946,3.3756882564741844,-0.6065620900458145,9.311519157220648,2433.946065714286,0.7097537765873441
discharge,4,B0045,0.703531206505542,3.377942785088749,-0.601440239072105,9.167853966731156,2421.7827442528737,0.7000014746962284
discharge,4,B0045,0.6941108278958862,3.373558298075208,-0.6098007335968902,9.287848514483294,2407.7195304347824,0.6973133928887114
discharge,4,B0045,0.6914114388869608,3.368742642573582,-0.6120661413012833,9.322184761530549,2390.6448538011696,0.6927507548874483
discharge,4,B0045,0.6971551798505504,3.371800066416972,-0.6132829070943792,9.289681276195049,2370.1485591715978,0.6855556245888159
discharge,4,B0045,0.6832460217432723,3.366360304166583,-0.6139518980958841,9.365909184464234,2360.8717351190476,0.6838036022453973
discharge,4,B0045,0.6822029317493292,3.342277843498783,-0.6004805193877816,9.328022708662925,2447.559129682997,0.6807944316493406
discharge,4,B0045,0.7289529213213379,3.3722684174392827,-0.6129419979147948,9.373114023056761,2488.93933427762,0.7273973547610546
discharge,4,B0045,0.7139321758287004,3.357634548884028,-0.6242152942509949,9.306835708093752,2434.9032057971017,0.7007396557942022
discharge,4,B0045,0.6957731747455482,3.3697954619483568,-0.6139171694764337,9.33952678603234,2411.6710762463345,0.695877740422548
discharge,4,B0045,0.7018312962317095,3.3766733742445987,-0.6092419901647167,9.1327535688995,2390.059065281899,0.6952396987423489
discharge,4,B0045,0.6911808244378487,3.356692310359256,-0.6214369612467493,9.343849839453915,2359.687936746988,0.661469791847691
discharge,4,B0045,0.6843279752855028,3.3716599583869113,-0.6049628311237817,9.257582649630315,2356.5366314199396,0.6826547369157094
discharge,4,B0045,0.6741394908812485,3.35846161232526,-0.620638817556179,9.38425161776499,2325.951260736196,0.6606198239567366
discharge,4,B0045,0.6670070174301739,3.3733153872943236,-0.6013875939812509,9.144982402264809,2308.0075015479874,0.6707760719799825
discharge,4,B0045,0.6804085117374855,3.367632771675606,-0.6146269558442435,9.26257479341655,2298.3290186915888,0.6788760118480976
discharge,4,B0045,0.6617864063235485,3.3633213073045685,-0.6171094630530605,9.40011028670591,2281.1099496855345,0.6663551231016185
discharge,4,B0045,0.6623168733492338,3.346491714827562,-0.6209228615247188,9.419332811255558,2269.133674050633,0.6561182655015805
discharge,4,B0045,0.6679358357181778,3.3599039237162844,-0.6204303388657685,9.207828068558015,2252.637261980831,0.6648016571957478
discharge,4,B0045,0.6488990885270688,3.349639562276425,-0.6244948594173986,9.478974220669317,2242.3294887459806,0.646529391311999
discharge,4,B0045,0.6503639129625527,3.352423027875088,-0.6219881914832104,9.37536325812961,2232.6598964401296,0.6520166767428971
discharge,4,B0045,0.6572077690202801,3.3563090390508155,-0.6249048536030644,9.348977069227304,2202.046637873754,0.6561614691344033
discharge,4,B0045,0.6363517458476216,3.340602870094091,-0.6235638134980178,9.539830147989118,2211.3949081967216,0.6394840451609308
discharge,4,B0045,0.6536449360948587,3.348511229053965,-0.627718646983615,9.436879605277216,2199.418188118812,0.6596409429523098
discharge,4,B0045,0.6391428272150887,3.332884478489108,-0.6340722598435242,9.4879310296259,2183.5843333333337,0.6699871143732021
discharge,4,B0045,0.6482206049496236,3.3518219079975298,-0.626972097350462,9.300314416191522,2165.081164983165,0.6560486587311231
discharge,4,B0045,0.6287957471922729,3.268327350028982,-0.7596521990041524,10.076022301978172,1785.3380571428572,0.7961244284037621
discharge,4,B0045,0.6380571850193401,3.336858098417079,-0.5857626315966499,9.254842453288928,2363.849842105263,0.641667046482265
discharge,4,B0045,0.6554825047832906,3.3393054896038215,-0.6234849422351091,9.584116093639668,2330.4180471698114,0.6523153551696457
discharge,4,B0045,0.6484934835397033,3.339570448565296,-0.625755737381111,9.566905713744635,2290.114833333333,0.650088225842755
discharge,4,B0045,0.6454071687844921,3.3451677206996573,-0.6206303941303277,9.486246140892044,2264.191516233766,0.6441884915853779
discharge,4,B0045,0.6427008031845645,3.3544794166161487,-0.6149058946531849,9.492943245052498,2254.9685522875816,0.6429369922252356
discharge,4,B0045,0.6352454880802477,3.3411905698302578,-0.6208754134190153,9.621291466671476,2235.465402640264,0.6396401257632643
discharge,4,B0045,0.6156760019587869,3.3372444928972818,-0.5953707956325988,9.480811280043973,2248.267940789474,0.6191873477093734
discharge,4,B0045,0.6170833682807023,3.3510332188429146,-0.5897510821772117,9.448949676434,2275.4952703583062,0.6218860495339453
discharge,4,B0045,0.6434227390858672,3.3573066817086326,-0.612901822920554,9.522656892771677,2241.9512715231785,0.6453519489989518
discharge,4,B0045,0.6278124433742752,3.3367004271481884,-0.6232202673264152,9.570096566546104,2207.955932659933,0.6407468854795588
discharge,4,B0045,0.6290078315253372,3.3507625069372007,-0.6137007803105949,9.488568418373822,2197.775311864407,0.6408155015789565
discharge,4,B0045,0.0,3.3925513327274577,-0.9901523172837656,8.948370017570232,972.6278015267176,0.10883505806954524
discharge,4,B0045,0.6266355568292261,3.3452602996349206,-0.5721341781091526,9.378195494421618,2431.960978461538,0.6480399639126034
discharge,4,B0045,0.6495813516716594,3.3478192813331984,-0.6067408181545575,9.495184531517388,2324.24065483871,0.6409719984026462
discharge,4,B0045,0.6337485177966306,3.3500352436555985,-0.6091205801279868,9.474914433741436,2282.372299342105,0.6353549937741315
discharge,4,B0045,0.6298550929085645,3.3590566596536764,-0.5996804433722752,9.411639640493869,2268.459801324503,0.6403643354994597
discharge,4,B0045,0.6183063778386736,3.3495911750877263,-0.6062605227298313,9.476832839675836,2234.991107744108,0.6319400557470545
discharge,4,B0045,0.6069476168507777,3.3462597198775272,-0.6055249640579493,9.49822266009937,2216.9018673469386,0.6208474111220889
discharge,4,B0048,1.6579955793677608,3.4658606296374312,-0.9275960004271296,7.9114909421254485,3205.1341408163266,1.6126815026486805
discharge,4,B0048,1.5076933476098775,3.4593246298099665,-0.95963764625613,7.958927971485881,2815.872543123543,1.502122074631119
discharge,4,B0048,1.4989223343608031,3.455229470177872,-0.9640819411783536,7.708927821830712,2786.4199433962267,1.4940803390080137
discharge,4,B0048,1.4782919502497789,3.4575807060974952,-0.9590403279797144,7.711890755969547,2761.85884725537,1.4769155066453834
discharge,4,B0048,1.461856891390611,3.457640385589739,-0.9561581387967848,7.733691649876036,2739.4814361445783,1.45973915649115
discharge,4,B0048,1.4509592706473475,3.4540569996464043,-0.95562492940014,7.713793706750157,2720.7160437956204,1.4508388939507413
discharge,4,B0048,1.451746997147108,3.4363674011378924,-0.9577937939731282,7.8513931260036465,2715.7035574572124,1.4413402423074677
discharge,4,B0048,1.444392866287476,3.446630487884359,-0.9502347980955429,7.905320525605018,2723.474865525672,1.4428104420915873
discharge,4,B0048,1.432738323965376,3.446935393977591,-0.95236200437101,7.847675607740912,2695.564762376238,1.428930876488523
discharge,4,B0048,1.417241201438662,3.4438356242957933,-0.9494102232020358,7.926506175979814,2674.5519975,1.4057637303606467
discharge,4,B0048,1.4057559944573452,3.4417182002819104,-0.9492095088363941,7.937097401174619,2652.8865732323234,1.40029183929569
discharge,4,B0048,1.3902706269897065,3.439456123966976,-0.9438502376761829,7.9661274485105595,2639.103231552163,1.3852989818360617
discharge,4,B0048,1.4196659307880326,3.4300387550398135,-0.9514090951270098,7.886742523689043,2673.9140604534005,1.411033539558788
discharge,4,B0048,1.4190563985232272,3.442487347026378,-0.9441558237541219,7.810373532807223,2692.679270676692,1.4088161426464278
discharge,4,B0048,1.404272356704056,3.443450036715218,-0.943749133811343,7.869709498966687,2666.0419365482235,1.396315428501418
discharge,4,B0048,1.3916140490958342,3.4369770767738053,-0.9480305747882088,7.873285917762759,2629.934721649485,1.3890113342325185
discharge,4,B0048,1.3749618350294734,3.435116737506858,-0.9424402883201639,7.888295790156798,2613.1808467532464,1.366422458060567
discharge,4,B0048,1.3545155713071164,3.4352880614818906,-0.936561624298611,7.90514873318139,2590.9035736842106,1.3476646120805937
discharge,4,B0048,1.3440223073315984,3.426473499744202,-0.9359740520534713,7.9278743808781424,2570.928954787234,1.3382696872409483
discharge,4,B0048,0.0,3.6332673475295354,-0.9854751233942509,7.084065434295193,1189.2688514285715,0.007989997927037012
discharge,4,B0048,1.372384475860572,3.4231723044699156,-0.9249433480673207,7.950376644939932,2658.5673350515467,1.3512365626854452
discharge,4,B0048,1.318410575267441,3.4287977133111074,-0.9296783941589581,7.891054732187374,2540.4714054054057,1.298219408479431
discharge,4,B0048,1.3112727599578604,3.4246615589655964,-0.9340469067277116,7.911933312913009,2514.6951260273972,1.2932487596554774
discharge,4,B0048,1.2970172419001187,3.4202601200018274,-0.9282929869770825,7.973125054817124,2503.266038567493,1.2826386646042258
discharge,4,B0048,1.2995219526631718,3.4176468335228454,-0.9361639727698599,7.988820643678426,2487.028291666667,1.2998065306271445
discharge,4,B0048,1.2826154066729571,3.4172601086559022,-0.9299928998106646,7.990220402102304,2470.178705882353,1.2876881766450858
discharge,4,B0048,1.2752890152407,3.4115448650857543,-0.934806579329965,7.882690956878556,2442.9931022727274,1.2822702790243827
discharge,4,B0048,1.2735572473264072,3.4065891490442124,-0.9370645194852636,8.054682377673142,2433.946065714286,1.274381131535785
discharge,4,B0048,1.2594114333938535,3.404850768576602,-0.9310772172053213,7.9895166780642946,2421.7827442528737,1.2606467029066908
discharge,4,B0048,1.2631632585495876,3.4037388246513496,-0.9394586031577284,8.031961049301984,2407.7195304347824,1.2606956009824222
discharge,4,B0048,1.2491717310136363,3.4068285577090975,-0.9358379166065878,8.043229181254354,2390.6448538011696,1.2556636104219963
discharge,4,B0048,1.233984347835307,3.408678977410032,-0.9322392887454547,8.03181115051043,2370.1485591715978,1.240308668182195
discharge,4,B0048,1.240031992028868,3.3973450050321667,-0.9406998132859437,8.097013437245893,2360.8717351190476,1.2385007476682126
discharge,4,B0048,1.30370857198071,3.3993392010348766,-0.953709357286703,8.022533123805395,2447.559129682997,1.2978895553962329
discharge,4,B0048,1.315055963470538,3.411653433376322,-0.9460022622334843,8.108172025448228,2488.93933427762,1.3084856696513674
discharge,4,B0048,1.2888738300982074,3.417645007960136,-0.9477332619889278,7.8977220071348055,2434.9032057971017,1.2892876065732493
discharge,4,B0048,1.2877137595885193,3.4079105797438376,-0.955996398502354,8.04149350152151,2411.6710762463345,1.26747839892889
discharge,4,B0048,1.2673379985315465,3.407164499269471,-0.9495988780290303,7.954120438181095,2390.059065281899,1.2632267840758324
discharge,4,B0048,1.250594345697306,3.411264697940679,-0.9487217927497307,7.99745058769299,2359.687936746988,1.2480874359891923
discharge,4,B0048,1.2487131179395878,3.399055092260418,-0.9484783034454789,8.03308976922821,2356.5366314199396,1.2467082806761594
discharge,4,B0048,1.248002326082933,3.397998613644679,-0.960288282497019,8.032822875095608,2325.951260736196,1.2459725728714484
discharge,4,B0048,1.2300895244599586,3.3968749308721438,-0.9538841832821683,7.971994643634386,2308.0075015479874,1.2297757748424212
discharge,4,B0048,1.2244197121500937,3.3949285391136215,-0.9534653843148169,7.985840586212385,2298.3290186915888,1.224788900631311
discharge,4,B0048,1.2186682845116386,3.3923053503439844,-0.9561814714709561,8.055923800450701,2281.1099496855345,1.2167987899854413
discharge,4,B0048,1.2037865236033616,3.393507466288284,-0.949495711589349,7.982156595851859,2269.133674050633,1.2079417161488522
discharge,4,B0048,1.1947642300832226,3.397997936501643,-0.9491950189128958,7.842796481143621,2252.637261980831,1.2237734396424746
discharge,4,B0048,1.2052091893871495,3.3882925257712984,-0.9617018565505487,8.079939832789865,2242.3294887459806,1.2034093946868074
discharge,4,B0048,1.1955746593628465,3.3877256181336417,-0.9582791920312705,8.064765751727982,2232.6598964401296,1.1942942131561411
discharge,4,B0048,1.1888497102149884,3.3892443793813447,-0.9604573336465299,8.047690080561159,2202.046637873754,1.1887436375063793
discharge,4,B0048,1.1915605250807406,3.379247569665043,-0.964049565042912,8.077528255423264,2211.3949081967216,1.1832586433750771
discharge,4,B0048,1.1726587153109655,3.3916390352444328,-0.954156405475968,7.993540199499143,2199.418188118812,1.1845921661675336
discharge,4,B0048,1.1841133872494156,3.3795641863547807,-0.9703946548779707,7.973181959906695,2183.5843333333337,1.1531758058318191
discharge,4,B0048,1.1576825122317769,3.390535719678572,-0.9568118198331175,7.915947250994455,2165.081164983165,1.1698585134144488
discharge,4,B0048,0.0,3.465721665673703,-0.9887316907290911,7.631644271961187,1785.3380571428572,0.3094092476534051
discharge,4,B0048,1.259355851168598,3.3909861606032,-0.9536560997964094,7.93826836648214,2363.849842105263,1.243259751796062
discharge,4,B0048,1.265883375278026,3.3970417211274984,-0.9718532283937391,8.024531067354474,2330.4180471698114,1.2576723070146556
discharge,4,B0048,1.247259867318412,3.4053897793262036,-0.9745908346175693,8.026701986317695,2290.114833333333,1.2354209924170925
discharge,4,B0048,1.232808747256218,3.4044637089502996,-0.9743182693533818,8.083086131954136,2264.191516233766,1.2318026063935172
discharge,4,B0048,1.2319592783041904,3.40066115678775,-0.9773202136961053,8.282945581406354,2254.9685522875816,1.2288331469193938
discharge,4,B0048,1.220785786262778,3.399557901522935,-0.9769934301900784,8.296254318972048,2235.465402640264,1.2214368593731748
discharge,4,B0048,1.2275441303266783,3.3869933616946555,-0.9767440428637847,8.28035463247529,2248.267940789474,1.2144451537260017
discharge,4,B0048,1.2386788414290355,3.3947531020283486,-0.9738169504529767,8.346898191755683,2275.4952703583062,1.232317088704577
discharge,4,B0048,1.2283577755407058,3.3979955411966936,-0.980223364990889,8.337878264565942,2241.9512715231785,1.224066987229625
discharge,4,B0048,1.2095481507570451,3.399587991995103,-0.9801797978590467,8.259622932500356,2207.955932659933,1.2114718766128956
discharge,4,B0048,1.2082142070681048,3.3951186218431086,-0.9833769221524863,8.290496900072908,2197.775311864407,1.2074910036751343
discharge,4,B0048,0.0,3.627430047441355,-0.9815143614251551,7.381556529300556,972.6278015267176,0.017611447464370218
discharge,4,B0048,1.2998734542832149,3.402660754515896,-0.9565798060844432,8.321321846834685,2431.960978461538,1.2860749937331408
discharge,4,B0048,1.2691220651743778,3.409317486730915,-0.9772401913298512,8.238077440723982,2324.24065483871,1.2412615437896668
discharge,4,B0048,1.2555144634690785,3.4133709426845633,-0.9839943201059,8.189029507624946,2282.372299342105,1.233831229515865
discharge,4,B0048,1.2519876926897655,3.4068009615962724,-0.9871874196801942,8.234868029314756,2268.459801324503,1.2316721142464113
discharge,4,B0048,1.2374982003019996,3.406169063274703,-0.9901111158822024,8.238279702155017,2234.991107744108,1.2320977849672494
discharge,4,B0048,1.2231273969878986,3.4067457205244156,-0.9865545525457216,8.219372551773532,2216.9018673469386,1.2231065848466378
discharge,4,B0046,1.7282392323598248,3.44096453228691,-1.0031661082518326,9.035891964302166,3205.1341408163266,1.5939081045141703
discharge,4,B0046,1.5161488467923143,3.4252545586780085,-1.0024459582241103,8.872109574065124,2815.872543123543,1.4942849516839134
discharge,4,B0046,1.503121190703977,3.425904453303529,-1.0023572232862559,8.6284456728549,2786.4199433962267,1.468395919980906
discharge,4,B0046,1.48586566102824,3.423608435843718,-1.0022919216677795,8.63136091760955,2761.85884725537,1.4541423512176186
discharge,4,B0046,1.4694562316392716,3.4211455348547464,-1.0022939530561292,8.67696820980418,2739.4814361445783,1.4526761533043433
discharge,4,B0046,1.458955459264481,3.418211640329191,-1.0024377453810243,8.714755394110101,2720.7160437956204,1.4440175922449923
discharge,4,B0046,1.4556853555098297,3.3913871477101263,-1.002166524409355,8.94151789480065,2715.7035574572124,1.4524593490541968
